City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
67,Liku,ID,2021-09-18 02:18:59,-0.7275,119.8922,85.46,64,90,2.46
68,Hermanus,ZA,2021-09-18 02:19:00,-34.4187,19.2345,53.8,82,0,19.53
69,Porto Nacional,BR,2021-09-18 02:14:07,-10.7081,-48.4172,84.06,24,3,1.79
70,Avarua,CK,2021-09-18 02:19:00,-21.2078,-159.775,74.97,70,15,18.03
71,Khatanga,RU,2021-09-18 02:19:00,71.9667,102.5,32.54,73,12,12.28
72,Georgetown,MY,2021-09-18 02:14:06,5.4112,100.3354,82.89,79,78,1.74
73,Oswego,US,2021-09-18 02:16:04,43.4501,-76.1497,71.91,91,43,1.99
74,Jamestown,US,2021-09-18 02:18:58,42.097,-79.2353,69.85,95,0,4.85
75,Mataura,NZ,2021-09-18 02:19:00,-46.1927,168.8643,54.48,43,7,2.66
76,Havoysund,NO,2021-09-18 02:19:01,70.9963,24.6622,42.17,79,4,8.14
77,Faanui,PF,2021-09-18 02:19:01,-16.4833,-151.75,78.31,74,13,19.44
78,Santa Teresa,VE,2021-09-18 02:16:11,10.2341,-66.6631,72.27,98,39,1.12
79,Union City,US,2021-09-18 02:14:21,37.5958,-122.0192,70.61,71,0,4.0
80,Adre,TD,2021-09-18 02:19:01,13.4667,22.2,71.53,79,100,5.59
81,Dukat,RU,2021-09-18 02:19:01,62.55,155.55,47.59,65,54,10.8
82,Eidfjord,NO,2021-09-18 02:19:02,60.4675,7.0719,52.59,79,94,5.03
83,Tuatapere,NZ,2021-09-18 02:19:02,-46.1333,167.6833,54.82,58,56,0.72
84,Concordia,AR,2021-09-18 02:19:02,-31.393,-58.0209,58.98,94,0,5.53
85,Beringovskiy,RU,2021-09-18 02:19:02,63.05,179.3167,49.32,51,9,8.28
86,Saskylakh,RU,2021-09-18 02:19:03,71.9167,114.0833,34.41,75,91,10.63
87,Suoyarvi,RU,2021-09-18 02:19:03,62.0833,32.35,39.47,95,93,4.27
88,Pangai,TO,2021-09-18 02:19:03,-19.8,-174.35,78.15,79,0,8.97
89,Mount Isa,AU,2021-09-18 02:19:03,-20.7333,139.5,86.02,23,0,6.38
90,Kavieng,PG,2021-09-18 02:19:04,-2.5744,150.7967,84.65,72,33,14.63
91,Kota Kinabalu,MY,2021-09-18 02:19:04,5.9749,116.0724,82.67,63,71,2.91
92,Antofagasta,CL,2021-09-18 02:19:04,-23.65,-70.4,58.15,77,61,6.71
93,Kudahuvadhoo,MV,2021-09-18 02:19:04,2.6708,72.8944,82.42,75,99,5.08
94,Yellowknife,CA,2021-09-18 02:18:25,62.456,-114.3525,44.98,65,100,11.99
95,Smidovich,RU,2021-09-18 02:19:05,48.6,133.8167,59.14,57,100,9.08
96,Upernavik,GL,2021-09-18 02:19:05,72.7868,-56.1549,29.62,84,100,11.52
97,Nouadhibou,MR,2021-09-18 02:19:05,20.931,-17.0347,73.83,79,100,11.25
98,Turbat,PK,2021-09-18 02:19:05,26.0023,63.044,81.79,61,0,0.25
99,Grindavik,IS,2021-09-18 02:19:05,63.8424,-22.4338,43.9,71,100,6.49
100,Zeya,RU,2021-09-18 02:19:06,53.75,127.2667,51.82,46,13,12.93
101,Caravelas,BR,2021-09-18 02:19:06,-17.7125,-39.2481,68.7,74,0,5.19
102,Lompoc,US,2021-09-18 02:19:06,34.6391,-120.4579,63.37,76,7,1.99
103,San Patricio,US,2021-09-18 02:19:07,28.017,-97.5169,83.86,64,9,10.69
104,Panzhihua,CN,2021-09-18 02:19:07,26.5851,101.7128,75.02,79,92,2.15
105,Cervo,ES,2021-09-18 02:19:07,43.6702,-7.4101,53.19,78,31,8.57
106,Mount Gambier,AU,2021-09-18 02:19:07,-37.8333,140.7667,54.46,60,34,16.96
107,Yerbogachen,RU,2021-09-18 02:19:07,61.2767,108.0108,45.82,55,24,4.32
108,Hovd,MN,2021-09-18 02:19:08,48.0056,91.6419,58.46,30,16,6.42
109,Airai,TL,2021-09-18 02:19:08,-8.9266,125.4092,76.26,27,42,6.62
110,Jinsha,CN,2021-09-18 02:19:08,32.0898,121.0735,77.56,67,0,3.91
111,Gorin,RU,2021-09-18 02:19:08,51.1983,136.6669,60.08,37,1,15.9
112,Bangkalan,ID,2021-09-18 02:19:09,-7.0455,112.7351,85.96,58,2,5.57
113,Laguna,US,2021-09-18 02:19:09,38.421,-121.4238,81.45,55,0,5.01
114,Port Keats,AU,2021-09-18 02:19:09,-14.25,129.55,87.71,52,95,9.06
115,Maniitsoq,GL,2021-09-18 02:19:09,65.4167,-52.9,35.53,50,6,11.7
116,Fortuna,US,2021-09-18 02:16:57,40.5982,-124.1573,68.18,57,74,0.49
117,Mahebourg,MU,2021-09-18 02:19:10,-20.4081,57.7,69.26,87,25,8.48
118,Victoria,HK,2021-09-18 02:17:37,22.2855,114.1577,90.97,81,85,11.52
119,Codrington,AU,2021-09-18 02:19:10,-38.2667,141.9667,54.28,60,51,24.63
120,College,US,2021-09-18 02:19:10,64.8569,-147.8028,57.99,47,32,1.01
121,Cayenne,GF,2021-09-18 02:19:10,4.9333,-52.3333,78.1,84,62,4.0
122,Chaska,US,2021-09-18 02:19:11,44.7894,-93.6022,61.83,73,0,4.79
123,Okhotsk,RU,2021-09-18 02:19:11,59.3833,143.3,51.78,72,100,8.41
124,Steamboat Springs,US,2021-09-18 02:18:37,40.485,-106.8317,61.0,32,0,1.01
125,Moorhead,US,2021-09-18 02:18:51,46.8739,-96.7676,54.99,61,29,5.68
126,Kalmunai,LK,2021-09-18 02:19:11,7.4167,81.8167,80.15,81,100,5.99
127,Vestmannaeyjar,IS,2021-09-18 02:19:11,63.4427,-20.2734,46.2,68,100,4.61
128,Tanete,ID,2021-09-18 02:19:12,-3.9443,119.7848,86.54,51,7,14.07
129,Camacha,PT,2021-09-18 02:19:12,33.0833,-16.3333,70.54,78,90,15.26
130,Bengkulu,ID,2021-09-18 02:19:12,-3.8004,102.2655,82.74,66,79,2.26
131,Pevek,RU,2021-09-18 02:19:13,69.7008,170.3133,31.35,93,100,9.66
132,Daud Khel,PK,2021-09-18 02:19:13,32.875,71.5701,87.51,55,0,2.44
133,Guatape,CO,2021-09-18 02:19:13,6.2327,-75.1586,62.01,96,10,2.75
134,Tezu,IN,2021-09-18 02:19:13,27.9167,96.1667,72.88,100,100,1.43
135,Palauig,PH,2021-09-18 02:19:14,15.435,119.9045,85.55,68,8,1.99
136,New Norfolk,AU,2021-09-18 02:19:14,-42.7826,147.0587,58.71,66,52,13.04
137,Senj,HR,2021-09-18 02:19:14,44.9894,14.9058,64.72,88,76,8.05
138,Sitka,US,2021-09-18 02:19:14,57.0531,-135.33,49.35,88,100,5.3
139,Bonavista,CA,2021-09-18 02:19:15,48.6499,-53.1147,56.12,74,89,14.7
140,Vardo,NO,2021-09-18 02:19:15,70.3705,31.1107,42.4,78,16,15.79
141,Sistranda,NO,2021-09-18 02:19:15,63.7256,8.834,50.9,78,100,6.44
142,Turukhansk,RU,2021-09-18 02:19:15,65.8167,87.9833,47.53,85,100,18.39
143,Severo-Kurilsk,RU,2021-09-18 02:19:16,50.6789,156.125,53.92,68,1,8.21
144,Tiksi,RU,2021-09-18 02:19:16,71.6872,128.8694,35.1,73,100,16.13
145,La Sarre,CA,2021-09-18 02:15:43,48.8002,-79.1996,58.73,91,100,12.3
146,Cabo San Lucas,MX,2021-09-18 02:18:22,22.8909,-109.9124,85.8,82,65,5.99
147,Esperance,AU,2021-09-18 02:19:16,-33.8667,121.9,61.09,50,22,20.92
148,Toba,JP,2021-09-18 02:19:16,34.4833,136.85,76.28,92,99,12.75
149,Westport,US,2021-09-18 02:17:41,41.1415,-73.3579,72.25,93,46,5.99
150,Tuktoyaktuk,CA,2021-09-18 02:19:17,69.4541,-133.0374,40.95,93,41,12.62
151,Vao,NC,2021-09-18 02:19:17,-22.6667,167.4833,67.75,62,0,15.86
152,Namibe,AO,2021-09-18 02:19:17,-15.1961,12.1522,60.75,92,43,5.59
153,Milkovo,RU,2021-09-18 02:19:17,54.7167,158.6167,64.45,37,42,5.03
154,Bajil,YE,2021-09-18 02:19:18,15.0584,43.2851,85.39,75,100,6.22
155,Kodiak,US,2021-09-18 02:19:18,57.79,-152.4072,52.66,68,8,14.18
156,Ancud,CL,2021-09-18 02:19:18,-41.8697,-73.8203,43.43,85,54,5.79
157,Labrea,BR,2021-09-18 02:19:18,-7.2586,-64.7981,80.42,58,99,1.28
158,Huarmey,PE,2021-09-18 02:19:19,-10.0681,-78.1522,62.49,83,92,9.01
159,Hithadhoo,MV,2021-09-18 02:19:19,-0.6,73.0833,81.99,74,78,0.51
160,Dungarpur,IN,2021-09-18 02:19:19,23.8333,73.7167,75.15,96,100,12.06
161,Dwarka,IN,2021-09-18 02:19:19,22.2394,68.9678,81.45,85,98,8.28
162,Chichimila,MX,2021-09-18 02:19:20,20.6167,-88.2167,79.7,84,100,5.55
163,Matamoros,MX,2021-09-18 02:19:20,25.5333,-103.25,82.87,25,10,10.02
164,Tual,ID,2021-09-18 02:19:20,-5.6667,132.75,79.52,84,100,16.64
165,Sinnamary,GF,2021-09-18 02:19:21,5.3833,-52.95,79.11,85,45,7.87
166,Sao Jose Da Coroa Grande,BR,2021-09-18 02:19:21,-8.8978,-35.1478,74.55,82,50,11.34
167,Bambous Virieux,MU,2021-09-18 02:19:21,-20.3428,57.7575,69.22,87,18,8.97
168,Bubaque,GW,2021-09-18 02:19:21,11.2833,-15.8333,80.8,79,20,12.64
169,Souillac,MU,2021-09-18 02:19:21,-20.5167,57.5167,69.37,87,23,5.35
170,Rabo De Peixe,PT,2021-09-18 02:19:22,37.8,-25.5833,65.41,77,49,5.57
171,Luba,GQ,2021-09-18 02:19:22,3.4568,8.5547,77.77,88,86,5.68
172,Qasigiannguit,GL,2021-09-18 02:19:22,68.8193,-51.1922,14.85,77,0,4.5
173,San Cristobal,VE,2021-09-18 02:19:22,7.7669,-72.225,66.63,89,10,2.17
174,Savannah Bight,HN,2021-09-18 02:19:23,16.45,-85.85,84.0,84,5,29.1
175,Constitucion,CL,2021-09-18 02:19:23,-35.3333,-72.4167,50.88,89,97,11.77
176,Esmeralda,CU,2021-09-18 02:19:23,21.8525,-78.1169,78.12,84,2,6.69
177,Turiacu,BR,2021-09-18 02:19:23,-1.6633,-45.3717,74.12,94,3,4.32
178,Havelock,US,2021-09-18 02:19:24,34.8791,-76.9013,74.05,96,61,4.83
179,Portland,US,2021-09-18 02:19:24,45.5234,-122.6762,75.74,61,100,3.0
180,Manbij,SY,2021-09-18 02:19:24,36.5281,37.9549,70.79,44,0,8.3
181,Punta Arenas,CL,2021-09-18 02:19:14,-53.15,-70.9167,39.07,87,100,3.09
182,Itacoatiara,BR,2021-09-18 02:19:24,-3.1431,-58.4442,73.08,95,22,2.46
183,Kokkola,FI,2021-09-18 02:19:25,63.8385,23.1307,44.92,83,100,4.97
184,Saldanha,ZA,2021-09-18 02:19:25,-33.0117,17.9442,56.68,59,0,16.22
185,Ribeira Grande,PT,2021-09-18 02:19:25,38.5167,-28.7,69.03,79,99,6.64
186,Kijang,KR,2021-09-18 02:18:52,35.2442,129.2139,72.54,74,56,9.42
187,Boone,US,2021-09-18 02:19:25,39.0334,-92.3335,77.52,70,0,7.18
188,Bereda,ES,2021-09-18 02:19:26,43.2686,-7.5406,52.41,100,46,1.28
189,Ayan,RU,2021-09-18 02:19:26,56.45,138.1667,50.92,52,22,0.63
190,Tasiilaq,GL,2021-09-18 02:19:26,65.6145,-37.6368,27.37,58,100,2.84
191,Qaanaaq,GL,2021-09-18 02:19:26,77.484,-69.3632,8.28,64,22,8.39
192,Yar-Sale,RU,2021-09-18 02:19:26,66.8333,70.8333,33.75,97,100,26.98
193,Youkounkoun,GN,2021-09-18 02:19:27,12.5333,-13.1333,74.19,98,51,4.94
194,Kenai,US,2021-09-18 02:19:27,60.5544,-151.2583,57.02,86,54,4.27
195,Arlit,NE,2021-09-18 02:19:27,18.7369,7.3853,88.65,14,1,8.97
196,Aksarka,RU,2021-09-18 02:19:27,66.5606,67.7975,33.8,97,100,29.82
197,Talara,PE,2021-09-18 02:19:28,-4.5772,-81.2719,64.11,88,47,14.09
198,Show Low,US,2021-09-18 02:19:28,34.2542,-110.0298,76.71,44,100,6.2
199,Goderich,CA,2021-09-18 02:19:28,43.7501,-81.7165,73.9,76,6,9.95
200,Araouane,ML,2021-09-18 02:19:28,18.9048,-3.5265,93.13,27,94,10.42
201,Dolores,AR,2021-09-18 02:19:29,-36.3132,-57.6792,51.62,84,44,7.56
202,Nemuro,JP,2021-09-18 02:19:29,43.3236,145.575,57.45,89,100,14.23
203,Ostrovnoy,RU,2021-09-18 02:19:29,68.0531,39.5131,41.9,80,100,8.12
204,Sai Buri,TH,2021-09-18 02:19:29,6.7013,101.6168,81.48,78,20,2.08
205,Bethel,US,2021-09-18 02:19:30,41.3712,-73.414,70.56,91,16,1.99
206,Namatanai,PG,2021-09-18 02:19:30,-3.6667,152.4333,82.96,76,54,10.71
207,Marawi,PH,2021-09-18 02:19:30,7.9986,124.2928,73.65,63,100,1.68
208,Kaeo,NZ,2021-09-18 02:19:30,-35.1,173.7833,66.33,52,50,6.89
209,Nuzvid,IN,2021-09-18 02:19:31,16.7833,80.85,80.6,79,100,2.71
210,Aswan,EG,2021-09-18 02:19:31,24.0934,32.907,78.24,36,1,7.45
211,Binzhou,CN,2021-09-18 02:19:31,37.3667,118.0167,75.27,54,63,6.11
212,Mandalgovi,MN,2021-09-18 02:19:31,45.7625,106.2708,62.92,41,56,3.85
213,Mora,CM,2021-09-18 02:19:31,11.0461,14.1401,74.7,79,74,4.61
214,Henties Bay,NA,2021-09-18 02:19:32,-22.116,14.2845,52.86,91,1,3.4
215,Nanortalik,GL,2021-09-18 02:19:32,60.1432,-45.2371,37.58,84,100,13.06
216,Port Hardy,CA,2021-09-18 02:15:43,50.6996,-127.4199,50.63,95,100,20.11
217,Thompson,CA,2021-09-18 02:19:32,55.7435,-97.8558,46.49,63,100,3.36
218,Necochea,AR,2021-09-18 02:19:32,-38.5473,-58.7368,58.03,78,53,12.77
219,Mayumba,GA,2021-09-18 02:19:33,-3.432,10.6554,74.84,87,100,8.28
220,Bredasdorp,ZA,2021-09-18 02:19:33,-34.5322,20.0403,53.28,83,0,14.56
221,Afsin,TR,2021-09-18 02:19:33,38.2477,36.914,53.65,70,0,2.82
222,Zavitinsk,RU,2021-09-18 02:19:33,50.1167,129.45,49.91,64,32,11.41
223,Naron,ES,2021-09-18 02:19:34,43.5167,-8.1528,61.02,86,18,1.61
224,Maceio,BR,2021-09-18 02:19:34,-9.6658,-35.7353,74.91,80,22,11.32
225,Conceicao Da Barra,BR,2021-09-18 02:19:34,-18.5933,-39.7322,69.19,72,7,4.38
226,Mugur-Aksy,RU,2021-09-18 02:19:34,50.35,90.5,49.1,46,49,5.12
227,Porto Novo,BJ,2021-09-18 02:19:35,6.4965,2.6036,77.11,91,43,6.22
228,Bronnoysund,NO,2021-09-18 02:19:35,65.4625,12.1997,47.05,66,75,14.67
229,Isangel,VU,2021-09-18 02:19:35,-19.55,169.2667,72.12,73,100,19.37
230,Lata,PT,2021-09-18 02:19:35,40.1629,-8.3327,62.82,96,21,3.36
231,East London,ZA,2021-09-18 02:19:36,-33.0153,27.9116,56.44,60,37,3.0
232,Fairbanks,US,2021-09-18 02:17:53,64.8378,-147.7164,58.01,48,33,1.01
233,Real,PH,2021-09-18 02:19:36,14.6625,121.6047,87.13,71,70,6.26
234,Monrovia,LR,2021-09-18 02:19:36,6.3005,-10.7969,76.93,87,84,7.07
235,Sorland,NO,2021-09-18 02:19:36,67.667,12.6934,51.46,81,100,12.62
236,Novo Aripuana,BR,2021-09-18 02:19:37,-5.1206,-60.3797,74.34,92,100,2.59
